com.samsung.shealth.tracker.pedometer_day_summary,6210049,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
10145,c3dbc26d-295d-4802-8ee3-4c0008410f55.binning_data.json,5523313,8000,37,2021-07-21 13:05:27.159,com.sec.android.app.shealth,2021-07-20 23:48:19.590,c3dbc26d-295d-4802-8ee3-4c0008410f55.source_info.json,1.3760543,7600.38,534.12,10108,VfS0qUERdZ,com.sec.android.app.shealth,0,c3dbc26d-295d-4802-8ee3-4c0008410f55.achievement.json,c3dbc26d-295d-4802-8ee3-4c0008410f55,1626825600000,
17213,5b3e1824-300c-4397-a703-952810e0aa37.binning_data.json,10087938,8000,2,2021-06-19 15:00:03.386,com.sec.android.app.shealth,2021-06-19 15:00:03.386,,1.2826177,12938.97,884.48,17211,Nz95nEBsYs,com.sec.android.app.shealth,0,5b3e1824-300c-4397-a703-952810e0aa37.achievement.json,5b3e1824-300c-4397-a703-952810e0aa37,1624060800000,
3712,783157d2-db63-4913-be61-8b87882f9ee2.binning_data.json,2101898,8000,0,2021-04-27 15:00:13.303,com.sec.android.app.shealth,2021-04-27 15:00:13.303,,1.3189838,2772.3699,196.20999,3712,Nz95nEBsYs,com.sec.android.app.shealth,0,783157d2-db63-4913-be61-8b87882f9ee2.achievement.json,783157d2-db63-4913-be61-8b87882f9ee2,1619481600000,
5412,b377ea2f-92f5-411c-9330-926a89730ea0.binning_data.json,3049912,8000,13,2021-05-22 14:18:02.846,com.sec.android.app.shealth,2021-05-21 15:43:14.819,b377ea2f-92f5-411c-9330-926a89730ea0.source_info.json,1.3424404,4094.326,282.87,5399,VfS0qUERdZ,com.sec.android.app.shealth,0,b377ea2f-92f5-411c-9330-926a89730ea0.achievement.json,b377ea2f-92f5-411c-9330-926a89730ea0,1621641600000,
13809,16935241-6c77-4819-a832-edfed3f6392b.binning_data.json,7420872,8000,88,2021-02-08 14:15:03.699,com.sec.android.app.shealth,2021-02-07 15:20:44.825,16935241-6c77-4819-a832-edfed3f6392b.source_info.json,1.4352596,10650.878,680.109,13721,VfS0qUERdZ,com.sec.android.app.shealth,0,16935241-6c77-4819-a832-edfed3f6392b.achievement.json,16935241-6c77-4819-a832-edfed3f6392b,1612742400000,
7412,5c4f67c0-226b-4ab5-8b4f-0a76fc91f623.binning_data.json,4249388,8000,48,2021-03-22 15:00:03.670,com.sec.android.app.shealth,2021-03-22 15:00:03.670,,1.3112241,5571.9,382.22,7364,Nz95nEBsYs,com.sec.android.app.shealth,0,5c4f67c0-226b-4ab5-8b4f-0a76fc91f623.achievement.json,5c4f67c0-226b-4ab5-8b4f-0a76fc91f623,1616371200000,
8435,00ac880d-01a8-4d0b-ba10-9f8ac2dcc7b6.binning_data.json,4724324,8000,14,2021-07-21 15:00:03.257,com.sec.android.app.shealth,2021-07-21 15:00:03.257,,1.3284862,6276.1997,445.55002,8421,Nz95nEBsYs,com.sec.android.app.shealth,0,00ac880d-01a8-4d0b-ba10-9f8ac2dcc7b6.achievement.json,00ac880d-01a8-4d0b-ba10-9f8ac2dcc7b6,1626825600000,
17455,cb34e4c2-dcbe-41d2-9a94-5a7437168410.binning_data.json,9678322,8000,48,2021-06-19 15:00:07.195,com.sec.android.app.shealth,2021-06-19 15:00:07.195,,1.3571279,13134.722,900.089,17407,m6sL7dLFqc,com.sec.android.app.shealth,0,cb34e4c2-dcbe-41d2-9a94-5a7437168410.achievement.json,cb34e4c2-dcbe-41d2-9a94-5a7437168410,1624060800000,
10532,9d1e41ec-31b9-43f6-b3c1-f90dc5dc7d9b.binning_data.json,5558628,8000,36,2021-02-08 15:00:05.092,com.sec.android.app.shealth,2021-02-08 15:00:05.092,,1.4796869,8225.029,497.83,10496,2lBdpDiteS,com.sec.android.app.shealth,0,9d1e41ec-31b9-43f6-b3c1-f90dc5dc7d9b.achievement.json,9d1e41ec-31b9-43f6-b3c1-f90dc5dc7d9b,1612742400000,
4806,c8ff6efa-4386-4e76-8143-e6a753b634e7.binning_data.json,2646653,8000,17,2021-04-28 15:00:07.536,com.sec.android.app.shealth,2021-04-27 15:00:47.279,,1.3695533,3624.733,255.89,4789,m6sL7dLFqc,com.sec.android.app.shealth,0,c8ff6efa-4386-4e76-8143-e6a753b634e7.achievement.json,c8ff6efa-4386-4e76-8143-e6a753b634e7,1619481600000,
3414,4c61a172-33d4-453e-a318-1a55eb670c1e.binning_data.json,1922187,8000,0,2021-05-22 15:00:04.102,com.sec.android.app.shealth,2021-05-22 15:00:04.102,,1.3427516,2581.02,177.91,3414,Nz95nEBsYs,com.sec.android.app.shealth,0,4c61a172-33d4-453e-a318-1a55eb670c1e.achievement.json,4c61a172-33d4-453e-a318-1a55eb670c1e,1621641600000,
8655,f5778af9-b474-4306-9d5c-90ad61357a0e.binning_data.json,4863714,8000,85,2021-03-22 15:00:07.617,com.sec.android.app.shealth,2021-03-22 15:00:07.617,,1.328134,6459.665,451.22,8570,m6sL7dLFqc,com.sec.android.app.shealth,0,f5778af9-b474-4306-9d5c-90ad61357a0e.achievement.json,f5778af9-b474-4306-9d5c-90ad61357a0e,1616371200000,
9171,ed01289a-419b-45e9-867e-590f0135f3de.binning_data.json,4908717,8000,37,2021-07-21 15:00:06.828,com.sec.android.app.shealth,2021-07-21 15:00:06.828,,1.3936752,6841.158,478.44,9134,m6sL7dLFqc,com.sec.android.app.shealth,0,ed01289a-419b-45e9-867e-590f0135f3de.achievement.json,ed01289a-419b-45e9-867e-590f0135f3de,1626825600000,
11291,255a5d76-7e75-4706-9e56-323fa0312ef6.binning_data.json,6373469,8000,55,2021-02-08 15:00:10.170,com.sec.android.app.shealth,2021-02-08 15:00:10.170,,1.3218015,8424.462,592.239,11236,m6sL7dLFqc,com.sec.android.app.shealth,0,255a5d76-7e75-4706-9e56-323fa0312ef6.achievement.json,255a5d76-7e75-4706-9e56-323fa0312ef6,1612742400000,
3957,445397de-0f83-472f-a26b-97ab19b44a4f.binning_data.json,2180826,8000,0,2021-06-20 12:36:00.576,com.sec.android.app.shealth,2021-06-19 23:46:38.478,445397de-0f83-472f-a26b-97ab19b44a4f.source_info.json,1.3667811,2980.7131,203.45,3957,VfS0qUERdZ,com.sec.android.app.shealth,0,445397de-0f83-472f-a26b-97ab19b44a4f.achievement.json,445397de-0f83-472f-a26b-97ab19b44a4f,1624147200000,
4915,a0ae768e-276d-498b-aab3-5e2ee00d621c.binning_data.json,2747191,8000,13,2021-05-22 15:00:21.308,com.sec.android.app.shealth,2021-05-22 15:00:21.308,,1.35455,3721.208,255.479,4902,m6sL7dLFqc,com.sec.android.app.shealth,0,a0ae768e-276d-498b-aab3-5e2ee00d621c.achievement.json,a0ae768e-276d-498b-aab3-5e2ee00d621c,1621641600000,
7293,3afa22e1-ab6d-4a29-b9e9-b1d7442497de.binning_data.json,3967654,8000,47,2021-04-28 15:00:06.466,com.sec.android.app.shealth,2021-04-27 15:03:14.799,3afa22e1-ab6d-4a29-b9e9-b1d7442497de.source_info.json,1.4069592,5582.328,385.76,7246,VfS0qUERdZ,com.sec.android.app.shealth,0,3afa22e1-ab6d-4a29-b9e9-b1d7442497de.achievement.json,3afa22e1-ab6d-4a29-b9e9-b1d7442497de,1619568000000,
3821,547fee5e-fb51-4286-862b-afbf1be1af9a.binning_data.json,2143933,8000,0,2021-06-20 15:00:11.479,com.sec.android.app.shealth,2021-06-20 15:00:11.479,,1.3445519,2882.6301,198.31,3821,Nz95nEBsYs,com.sec.android.app.shealth,0,547fee5e-fb51-4286-862b-afbf1be1af9a.achievement.json,547fee5e-fb51-4286-862b-afbf1be1af9a,1624147200000,
5969,aa1faadf-be3f-40da-a5be-8b500850c537.binning_data.json,3268471,8000,65,2021-07-22 11:01:21.490,com.sec.android.app.shealth,2021-07-21 15:36:50.507,aa1faadf-be3f-40da-a5be-8b500850c537.source_info.json,1.376689,4499.669,314.889,5904,VfS0qUERdZ,com.sec.android.app.shealth,0,aa1faadf-be3f-40da-a5be-8b500850c537.achievement.json,aa1faadf-be3f-40da-a5be-8b500850c537,1626912000000,
7027,3f82c740-da99-459e-8140-9dff100e4fa0.binning_data.json,4023905,8000,45,2021-03-23 14:15:03.267,com.sec.android.app.shealth,2021-03-22 15:13:31.576,3f82c740-da99-459e-8140-9dff100e4fa0.source_info.json,1.3230205,5323.709,369.869,6982,VfS0qUERdZ,com.sec.android.app.shealth,0,3f82c740-da99-459e-8140-9dff100e4fa0.achievement.json,3f82c740-da99-459e-8140-9dff100e4fa0,1616457600000,
10142,9c730c1b-5900-4938-b888-6c9367af1af1.binning_data.json,5314043,8000,90,2021-02-09 14:55:05.281,com.sec.android.app.shealth,2021-02-08 23:42:45.370,9c730c1b-5900-4938-b888-6c9367af1af1.source_info.json,1.5140904,8045.943,449.981,10052,VfS0qUERdZ,com.sec.android.app.shealth,0,9c730c1b-5900-4938-b888-6c9367af1af1.achievement.json,9c730c1b-5900-4938-b888-6c9367af1af1,1612828800000,
4623,dea8c3f6-1409-4469-9900-1fa140955bad.binning_data.json,2578073,8000,0,2021-07-22 15:00:03.911,com.sec.android.app.shealth,2021-07-22 15:00:03.911,,1.3397365,3453.9397,239.87001,4623,Nz95nEBsYs,com.sec.android.app.shealth,0,dea8c3f6-1409-4469-9900-1fa140955bad.achievement.json,dea8c3f6-1409-4469-9900-1fa140955bad,1626912000000,
9275,e5ca4ceb-8a78-4ffb-a637-0d78936723df.binning_data.json,4791921,8000,92,2021-02-09 15:00:10.201,com.sec.android.app.shealth,2021-02-09 15:00:10.201,,1.5483395,7419.52,391.25998,9183,2lBdpDiteS,com.sec.android.app.shealth,0,e5ca4ceb-8a78-4ffb-a637-0d78936723df.achievement.json,e5ca4ceb-8a78-4ffb-a637-0d78936723df,1612828800000,
5604,96f82bb5-c196-4385-8cb7-2d863eadf722.binning_data.json,3180432,8000,17,2021-04-28 15:00:03.233,com.sec.android.app.shealth,2021-04-28 15:00:03.233,,1.3315263,4234.83,294.73,5587,Nz95nEBsYs,com.sec.android.app.shealth,0,96f82bb5-c196-4385-8cb7-2d863eadf722.achievement.json,96f82bb5-c196-4385-8cb7-2d863eadf722,1619568000000,
4799,52864b68-eba5-4b35-b334-79bc01d940b5.binning_data.json,2862410,8000,6,2021-03-23 15:00:04.709,com.sec.android.app.shealth,2021-03-23 15:00:04.709,,1.2511415,3581.28,251.15,4793,Nz95nEBsYs,com.sec.android.app.shealth,0,52864b68-eba5-4b35-b334-79bc01d940b5.achievement.json,52864b68-eba5-4b35-b334-79bc01d940b5,1616457600000,
13480,62dd504f-b8aa-4fc0-8600-e2a684cb475a.binning_data.json,7478555,8000,163,2021-05-23 13:36:13.560,com.sec.android.app.shealth,2021-05-22 15:05:31.804,62dd504f-b8aa-4fc0-8600-e2a684cb475a.source_info.json,1.3581047,10156.662,716.32,13317,VfS0qUERdZ,com.sec.android.app.shealth,0,62dd504f-b8aa-4fc0-8600-e2a684cb475a.achievement.json,62dd504f-b8aa-4fc0-8600-e2a684cb475a,1621728000000,
5652,d0b96770-f7f2-40bc-9d6d-d582f6932f4c.binning_data.json,3085115,8000,65,2021-07-22 15:00:07.861,com.sec.android.app.shealth,2021-07-22 15:00:07.861,,1.3777577,4250.542,298.44,5587,m6sL7dLFqc,com.sec.android.app.shealth,0,d0b96770-f7f2-40bc-9d6d-d582f6932f4c.achievement.json,d0b96770-f7f2-40bc-9d6d-d582f6932f4c,1626912000000,
3066,3c1883c4-4764-41df-9c98-a8ab88af2005.binning_data.json,1665081,8000,0,2021-06-20 15:00:24.927,com.sec.android.app.shealth,2021-06-20 15:00:24.927,,1.3790591,2296.246,156.75,3066,m6sL7dLFqc,com.sec.android.app.shealth,0,3c1883c4-4764-41df-9c98-a8ab88af2005.achievement.json,3c1883c4-4764-41df-9c98-a8ab88af2005,1624147200000,
7032,91dd4e05-683a-41cc-bac2-1aa409bc47c1.binning_data.json,3919515,8000,59,2021-02-09 15:00:39.714,com.sec.android.app.shealth,2021-02-09 15:00:39.714,,1.3601651,5331.188,366.751,6973,m6sL7dLFqc,com.sec.android.app.shealth,0,91dd4e05-683a-41cc-bac2-1aa409bc47c1.achievement.json,91dd4e05-683a-41cc-bac2-1aa409bc47c1,1612828800000,
5868,c3d78a92-804b-45f9-bcdc-7223b83251cc.binning_data.json,3342306,8000,45,2021-03-23 15:00:08.685,com.sec.android.app.shealth,2021-03-23 15:00:08.685,,1.3325512,4453.794,304.721,5823,m6sL7dLFqc,com.sec.android.app.shealth,0,c3d78a92-804b-45f9-bcdc-7223b83251cc.achievement.json,c3d78a92-804b-45f9-bcdc-7223b83251cc,1616457600000,
11168,2ba40053-6e99-4211-9f6d-38c6ffeff114.binning_data.json,6335159,8000,130,2021-05-23 15:00:02.909,com.sec.android.app.shealth,2021-05-23 15:00:02.909,,1.3265585,8403.959,593.60004,11038,Nz95nEBsYs,com.sec.android.app.shealth,0,2ba40053-6e99-4211-9f6d-38c6ffeff114.achievement.json,2ba40053-6e99-4211-9f6d-38c6ffeff114,1621728000000,
5535,c4aa9f10-2bd4-4774-a9ed-cca2bef6f4c4.binning_data.json,3015065,8000,36,2021-04-28 15:00:07.570,com.sec.android.app.shealth,2021-04-28 15:00:07.570,,1.3996507,4220.038,294.72,5499,m6sL7dLFqc,com.sec.android.app.shealth,0,c4aa9f10-2bd4-4774-a9ed-cca2bef6f4c4.achievement.json,c4aa9f10-2bd4-4774-a9ed-cca2bef6f4c4,1619568000000,
9709,eb859801-5304-4339-a1ec-01b9190809de.binning_data.json,5064242,8000,190,2021-02-10 14:33:56.158,com.sec.android.app.shealth,2021-02-09 15:26:20.101,eb859801-5304-4339-a1ec-01b9190809de.source_info.json,1.5111994,7653.08,415.41995,9519,VfS0qUERdZ,com.sec.android.app.shealth,0,eb859801-5304-4339-a1ec-01b9190809de.achievement.json,eb859801-5304-4339-a1ec-01b9190809de,1612915200000,
12441,fbedbc5f-5470-4f46-91c4-5efe2d145f9e.binning_data.json,6866366,8000,115,2021-05-23 15:00:05.940,com.sec.android.app.shealth,2021-05-23 15:00:05.940,,1.3571832,9318.917,656.43,12326,m6sL7dLFqc,com.sec.android.app.shealth,0,fbedbc5f-5470-4f46-91c4-5efe2d145f9e.achievement.json,fbedbc5f-5470-4f46-91c4-5efe2d145f9e,1621728000000,
9434,5e7ed657-7a9d-4dd3-8d4b-5fc020964492.binning_data.json,5320846,8000,36,2021-03-24 13:35:04.795,com.sec.android.app.shealth,2021-03-23 16:14:11.908,5e7ed657-7a9d-4dd3-8d4b-5fc020964492.source_info.json,1.324872,7049.44,499.53003,9398,VfS0qUERdZ,com.sec.android.app.shealth,0,5e7ed657-7a9d-4dd3-8d4b-5fc020964492.achievement.json,5e7ed657-7a9d-4dd3-8d4b-5fc020964492,1616544000000,
6217,70258528-8508-4863-8a44-ea77202f0e48.binning_data.json,3371705,8000,36,2021-07-23 23:20:21.072,com.sec.android.app.shealth,2021-07-23 00:17:49.062,70258528-8508-4863-8a44-ea77202f0e48.source_info.json,1.3877468,4679.0737,327.2,6181,VfS0qUERdZ,com.sec.android.app.shealth,0,70258528-8508-4863-8a44-ea77202f0e48.achievement.json,70258528-8508-4863-8a44-ea77202f0e48,1626998400000,
9709,bea50d7a-c327-4679-a5d0-74099fa3370b.binning_data.json,5064242,8000,190,2021-02-10 15:00:05.283,com.sec.android.app.shealth,2021-02-10 15:00:05.283,,1.5111994,7653.08,415.41995,9519,2lBdpDiteS,com.sec.android.app.shealth,0,bea50d7a-c327-4679-a5d0-74099fa3370b.achievement.json,bea50d7a-c327-4679-a5d0-74099fa3370b,1612915200000,
11829,719bd02c-8e83-4d29-9420-d9dc0543b273.binning_data.json,6483246,8000,18,2021-06-21 13:46:07.809,com.sec.android.app.shealth,2021-06-20 16:35:07.174,719bd02c-8e83-4d29-9420-d9dc0543b273.source_info.json,1.373569,8905.187,608.077,11811,VfS0qUERdZ,com.sec.android.app.shealth,0,719bd02c-8e83-4d29-9420-d9dc0543b273.achievement.json,719bd02c-8e83-4d29-9420-d9dc0543b273,1624233600000,
11542,e23461a0-6729-405d-a526-43d3e5b25787.binning_data.json,6253335,8000,46,2021-04-29 14:37:31.569,com.sec.android.app.shealth,2021-04-28 15:47:20.007,e23461a0-6729-405d-a526-43d3e5b25787.source_info.json,1.3951641,8724.429,601.95,11496,VfS0qUERdZ,com.sec.android.app.shealth,0,e23461a0-6729-405d-a526-43d3e5b25787.achievement.json,e23461a0-6729-405d-a526-43d3e5b25787,1619654400000,
7384,d63a6478-01ee-4841-a38d-b9f61d45d111.binning_data.json,4327926,8000,0,2021-03-24 15:00:03.364,com.sec.android.app.shealth,2021-03-24 15:00:03.364,,1.267138,5484.0796,387.0,7384,Nz95nEBsYs,com.sec.android.app.shealth,0,d63a6478-01ee-4841-a38d-b9f61d45d111.achievement.json,d63a6478-01ee-4841-a38d-b9f61d45d111,1616544000000,
7265,0cdb5692-dc01-45fe-b0b9-a48caf4bc94c.binning_data.json,4016983,8000,19,2021-05-24 14:48:08.338,com.sec.android.app.shealth,2021-05-23 15:06:36.620,0cdb5692-dc01-45fe-b0b9-a48caf4bc94c.source_info.json,1.3420285,5390.906,374.811,7246,VfS0qUERdZ,com.sec.android.app.shealth,0,0cdb5692-dc01-45fe-b0b9-a48caf4bc94c.achievement.json,0cdb5692-dc01-45fe-b0b9-a48caf4bc94c,1621814400000,
5195,3486da31-521e-4639-b98e-c143114d583a.binning_data.json,2817407,8000,7,2021-07-23 15:05:20.338,com.sec.android.app.shealth,2021-07-23 15:00:04.905,,1.3782669,3883.14,273.77002,5188,Nz95nEBsYs,com.sec.android.app.shealth,0,3486da31-521e-4639-b98e-c143114d583a.achievement.json,3486da31-521e-4639-b98e-c143114d583a,1626998400000,
9646,b81b8c0c-e9f7-4a08-b366-4ec71ef90336.binning_data.json,5420539,8000,0,2021-04-29 15:00:03.187,com.sec.android.app.shealth,2021-04-29 15:00:03.187,,1.3386064,7255.9688,493.43005,9646,Nz95nEBsYs,com.sec.android.app.shealth,0,b81b8c0c-e9f7-4a08-b366-4ec71ef90336.achievement.json,b81b8c0c-e9f7-4a08-b366-4ec71ef90336,1619654400000,
15,a46b63fe-9569-442a-8468-5bfcf8a750cb.binning_data.json,16560,8000,0,2021-02-10 15:00:09.207,com.sec.android.app.shealth,2021-02-10 15:00:09.207,,0.7234299,11.98,0.62,15,m6sL7dLFqc,com.sec.android.app.shealth,0,a46b63fe-9569-442a-8468-5bfcf8a750cb.achievement.json,a46b63fe-9569-442a-8468-5bfcf8a750cb,1612915200000,
9757,a27d913e-ffd5-4322-b04d-2f25c17f28f2.binning_data.json,5571915,8000,0,2021-06-21 15:00:03.005,com.sec.android.app.shealth,2021-06-21 15:00:03.005,,1.3011826,7250.0796,501.86005,9757,Nz95nEBsYs,com.sec.android.app.shealth,0,a27d913e-ffd5-4322-b04d-2f25c17f28f2.achievement.json,a27d913e-ffd5-4322-b04d-2f25c17f28f2,1624233600000,
8924,2812fde7-c78c-49b0-a20d-72cc0754d31c.binning_data.json,4973933,8000,36,2021-03-24 15:00:07.613,com.sec.android.app.shealth,2021-03-24 15:00:07.613,,1.3373294,6651.788,471.811,8888,m6sL7dLFqc,com.sec.android.app.shealth,0,2812fde7-c78c-49b0-a20d-72cc0754d31c.achievement.json,2812fde7-c78c-49b0-a20d-72cc0754d31c,1616544000000,
5908,550ff389-8798-4bbe-ae52-185b97e4012c.binning_data.json,3336774,8000,0,2021-05-24 15:00:03.577,com.sec.android.app.shealth,2021-05-24 15:00:03.577,,1.3137178,4383.5796,306.32,5908,Nz95nEBsYs,com.sec.android.app.shealth,0,550ff389-8798-4bbe-ae52-185b97e4012c.achievement.json,550ff389-8798-4bbe-ae52-185b97e4012c,1621814400000,
5174,86bcaffd-7ca4-4edc-ad50-d51e2e7090cb.binning_data.json,2747312,8000,30,2021-07-23 15:01:21.299,com.sec.android.app.shealth,2021-07-23 15:01:21.299,,1.4174882,3894.283,268.85,5144,m6sL7dLFqc,com.sec.android.app.shealth,0,86bcaffd-7ca4-4edc-ad50-d51e2e7090cb.achievement.json,86bcaffd-7ca4-4edc-ad50-d51e2e7090cb,1626998400000,
10564,908106dc-0ccb-4bcc-8e96-d15c44d6c2a8.binning_data.json,5627285,8000,73,2021-04-29 15:00:06.451,com.sec.android.app.shealth,2021-04-29 15:00:06.451,,1.4068226,7916.591,557.59,10491,m6sL7dLFqc,com.sec.android.app.shealth,0,908106dc-0ccb-4bcc-8e96-d15c44d6c2a8.achievement.json,908106dc-0ccb-4bcc-8e96-d15c44d6c2a8,1619654400000,
11375,a8a44d6d-ec1a-4dbf-b64b-d981750f32e8.binning_data.json,6205495,8000,18,2021-06-21 15:00:07.541,com.sec.android.app.shealth,2021-06-21 15:00:07.541,,1.3813018,8571.661,581.759,11357,m6sL7dLFqc,com.sec.android.app.shealth,0,a8a44d6d-ec1a-4dbf-b64b-d981750f32e8.achievement.json,a8a44d6d-ec1a-4dbf-b64b-d981750f32e8,1624233600000,
9588,9261ef64-e8d5-4c13-b586-ad412d28b021.binning_data.json,4804617,8000,27,2021-02-11 11:29:01.406,com.sec.android.app.shealth,2021-02-11 01:33:17.357,9261ef64-e8d5-4c13-b586-ad412d28b021.source_info.json,1.5928218,7652.9,403.05997,9561,VfS0qUERdZ,com.sec.android.app.shealth,0,9261ef64-e8d5-4c13-b586-ad412d28b021.achievement.json,9261ef64-e8d5-4c13-b586-ad412d28b021,1613001600000,
5999,305d59c1-5f04-4c1e-bb51-d55ca7e30f75.binning_data.json,3281295,8000,19,2021-05-24 15:00:07.166,com.sec.android.app.shealth,2021-05-24 15:00:07.166,,1.3487715,4425.717,310.341,5980,m6sL7dLFqc,com.sec.android.app.shealth,0,305d59c1-5f04-4c1e-bb51-d55ca7e30f75.achievement.json,305d59c1-5f04-4c1e-bb51-d55ca7e30f75,1621814400000,
902,4a829119-ebe8-4bcd-ba1f-fc11bd8fc109.binning_data.json,544935,8000,3,2021-07-24 14:42:47.998,com.sec.android.app.shealth,2021-07-23 22:54:42.021,4a829119-ebe8-4bcd-ba1f-fc11bd8fc109.source_info.json,1.2530283,682.82,46.899998,899,VfS0qUERdZ,com.sec.android.app.shealth,0,4a829119-ebe8-4bcd-ba1f-fc11bd8fc109.achievement.json,4a829119-ebe8-4bcd-ba1f-fc11bd8fc109,1627084800000,
10824,24ad0abe-67c9-4af1-a294-84db90e516de.binning_data.json,5997480,8000,73,2021-06-22 15:02:59.922,com.sec.android.app.shealth,2021-06-21 22:53:27.204,24ad0abe-67c9-4af1-a294-84db90e516de.source_info.json,1.3650393,8186.7964,567.911,10751,VfS0qUERdZ,com.sec.android.app.shealth,0,24ad0abe-67c9-4af1-a294-84db90e516de.achievement.json,24ad0abe-67c9-4af1-a294-84db90e516de,1624320000000,
6283,8d175d5d-6bf3-45ec-90b5-4838309477ce.binning_data.json,3493361,8000,61,2021-03-25 14:30:53.982,com.sec.android.app.shealth,2021-03-24 23:58:50.997,8d175d5d-6bf3-45ec-90b5-4838309477ce.source_info.json,1.3581392,4744.471,334.73898,6222,VfS0qUERdZ,com.sec.android.app.shealth,0,8d175d5d-6bf3-45ec-90b5-4838309477ce.achievement.json,8d175d5d-6bf3-45ec-90b5-4838309477ce,1616630400000,
9588,36c2c8cb-1a61-4ae4-bdd3-fb17024e4600.binning_data.json,4804617,8000,27,2021-02-11 15:00:04.529,com.sec.android.app.shealth,2021-02-11 15:00:04.529,,1.5928218,7652.9,403.05997,9561,2lBdpDiteS,com.sec.android.app.shealth,0,36c2c8cb-1a61-4ae4-bdd3-fb17024e4600.achievement.json,36c2c8cb-1a61-4ae4-bdd3-fb17024e4600,1613001600000,
902,4d9d2160-53bb-471e-85a2-b5c60b63de28.binning_data.json,544935,8000,3,2021-07-24 15:00:04.314,com.sec.android.app.shealth,2021-07-24 15:00:04.314,,1.2530283,682.82,46.899998,899,Nz95nEBsYs,com.sec.android.app.shealth,0,4d9d2160-53bb-471e-85a2-b5c60b63de28.achievement.json,4d9d2160-53bb-471e-85a2-b5c60b63de28,1627084800000,
11288,884557cb-ae31-4aaa-9b9f-507b4d3745e5.binning_data.json,6278172,8000,33,2021-04-30 14:04:24.983,com.sec.android.app.shealth,2021-04-29 15:35:10.194,884557cb-ae31-4aaa-9b9f-507b4d3745e5.source_info.json,1.3550941,8507.515,590.8,11255,VfS0qUERdZ,com.sec.android.app.shealth,0,884557cb-ae31-4aaa-9b9f-507b4d3745e5.achievement.json,884557cb-ae31-4aaa-9b9f-507b4d3745e5,1619740800000,
7506,63db9b7a-50b3-4562-9159-9a55da6cecf0.binning_data.json,4230498,8000,45,2021-05-25 13:42:52.309,com.sec.android.app.shealth,2021-05-24 23:42:00.651,63db9b7a-50b3-4562-9159-9a55da6cecf0.source_info.json,1.3175288,5573.8037,392.82098,7461,VfS0qUERdZ,com.sec.android.app.shealth,0,63db9b7a-50b3-4562-9159-9a55da6cecf0.achievement.json,63db9b7a-50b3-4562-9159-9a55da6cecf0,1621900800000,
9465,22f15cf0-e6d5-4d6e-91e8-f8a9e1fa3ab5.binning_data.json,5343056,8000,13,2021-06-22 15:00:02.671,com.sec.android.app.shealth,2021-06-22 15:00:02.671,,1.3333751,7124.2993,493.19003,9452,Nz95nEBsYs,com.sec.android.app.shealth,0,22f15cf0-e6d5-4d6e-91e8-f8a9e1fa3ab5.achievement.json,22f15cf0-e6d5-4d6e-91e8-f8a9e1fa3ab5,1624320000000,
8974,7b9630b3-39b4-4046-9568-120c1ac3fd0a.binning_data.json,5124190,8000,8,2021-04-30 15:00:04.026,com.sec.android.app.shealth,2021-04-30 15:00:04.026,,1.3133099,6729.65,467.26,8966,Nz95nEBsYs,com.sec.android.app.shealth,0,7b9630b3-39b4-4046-9568-120c1ac3fd0a.achievement.json,7b9630b3-39b4-4046-9568-120c1ac3fd0a,1619740800000,
8177,a1eaf2cd-bfac-4127-8c20-4954890de7cd.binning_data.json,4530244,8000,156,2021-03-26 14:54:27.241,com.sec.android.app.shealth,2021-03-25 15:14:15.870,a1eaf2cd-bfac-4127-8c20-4954890de7cd.source_info.json,1.3655651,6186.3438,432.729,8021,VfS0qUERdZ,com.sec.android.app.shealth,0,a1eaf2cd-bfac-4127-8c20-4954890de7cd.achievement.json,a1eaf2cd-bfac-4127-8c20-4954890de7cd,1616716800000,
3853,9760a26a-b6b3-41da-b0ee-e1b05b21295b.binning_data.json,2141059,8000,38,2021-07-25 14:58:23.269,com.sec.android.app.shealth,2021-07-24 23:36:12.604,9760a26a-b6b3-41da-b0ee-e1b05b21295b.source_info.json,1.368225,2929.451,197.98001,3815,VfS0qUERdZ,com.sec.android.app.shealth,0,9760a26a-b6b3-41da-b0ee-e1b05b21295b.achievement.json,9760a26a-b6b3-41da-b0ee-e1b05b21295b,1627171200000,
17373,80904e19-4f58-4fea-b654-5396e0d5f2e6.binning_data.json,8338747,8000,134,2021-02-12 13:25:13.604,com.sec.android.app.shealth,2021-02-11 21:07:01.068,80904e19-4f58-4fea-b654-5396e0d5f2e6.source_info.json,1.6949348,14133.634,738.5,17239,VfS0qUERdZ,com.sec.android.app.shealth,0,80904e19-4f58-4fea-b654-5396e0d5f2e6.achievement.json,80904e19-4f58-4fea-b654-5396e0d5f2e6,1613088000000,
6792,d3725884-80b9-458b-becb-83810586a851.binning_data.json,3897510,8000,0,2021-05-25 15:00:03.337,com.sec.android.app.shealth,2021-05-25 15:00:03.337,,1.2942106,5044.1997,351.97,6792,Nz95nEBsYs,com.sec.android.app.shealth,0,d3725884-80b9-458b-becb-83810586a851.achievement.json,d3725884-80b9-458b-becb-83810586a851,1621900800000,
